X[s],"Trigno IM sensor 13: EMG 13 (IM)",X[s],"Trigno IM sensor 13: ACC X 13 (IM)",X[s],"Trigno IM sensor 13: ACC Y 13 (IM)",X[s],"Trigno IM sensor 13: ACC Z 13 (IM)",X[s],"Trigno IM sensor 13: Gyro X 13 (IM)",X[s],"Trigno IM sensor 13: Gyro Y 13 (IM)",X[s],"Trigno IM sensor 13: Gyro Z 13 (IM)",X[s],"Trigno IM sensor 13: Mag X 13 (IM)",X[s],"Trigno IM sensor 13: Mag Y 13 (IM)",X[s],"Trigno IM sensor 13: Mag Z 13 (IM)"
0.0207,-0.0001030594,0.15525,0.9372559,0.15525,0.1728516,0.15525,-0.3547363,0.15525,-9.580153,0.15525,7.091603,0.15525,-30.9313,0.3105,-36.7,0.3105,-71,0.3105,-15.3
0.0216,-8.69459E-05,0.162,0.9375,0.162,0.1550293,0.162,-0.3513184,0.162,-12.82443,0.162,6.274809,0.162,-29.64122,0.324,-37.6,0.324,-71,0.324,-15.3
0.0225,-8.123904E-05,0.16875,0.9465332,0.16875,0.1555176,0.16875,-0.354248,0.16875,-14.58779,0.16875,5.38168,0.16875,-29.38168,0.3375,-36.9,0.3375,-70.7,0.3375,-15.4
0.0234,-8.157473E-05,0.1755,0.9528809,0.1755,0.1481934,0.1755,-0.3464355,0.1755,-16.61069,0.1755,5.061069,0.1755,-30.0458,0.351,-37.1,0.351,-71.1,0.351,-16
0.0243,-8.291753E-05,0.18225,0.9455566,0.18225,0.1540527,0.18225,-0.3496094,0.18225,-16.68702,0.18225,4.832061,0.18225,-31.01527,0.3645,-37.4,0.3645,-71.7,0.3645,-14.8
0.0252,-8.426032E-05,0.189,0.9526367,0.189,0.1445313,0.189,-0.3500977,0.189,-18.32061,0.189,5.229008,0.189,-31.76336,0.378,-38.1,0.378,-71.2,0.378,-16.5
0.0261,-8.677805E-05,0.19575,0.9482422,0.19575,0.1164551,0.19575,-0.3684082,0.19575,-17.12977,0.19575,5.946565,0.19575,-32.35115,0.3915,-37.6,0.3915,-71.3,0.3915,-15.8
0.027,-8.627451E-05,0.2025,0.9265137,0.2025,0.1376953,0.2025,-0.371582,0.2025,-16.96183,0.2025,6.442748,0.2025,-34.12214,0.405,-37.6,0.405,-70.9,0.405,-14.9
0.0279,-8.358892E-05,0.20925,0.921875,0.20925,0.1567383,0.20925,-0.3806152,0.20925,-15.06107,0.20925,6.832061,0.20925,-35.53435,0.4185,-37.9,0.4185,-70.7,0.4185,-14.9
0.0288,-8.123904E-05,0.216,0.9177246,0.216,0.1572266,0.216,-0.3769531,0.216,-17.83969,0.216,6.717557,0.216,-37.23664,0.432,-38.2,0.432,-71.5,0.432,-16.7
0.0297,-8.107119E-05,0.22275,0.9091797,0.22275,0.1520996,0.22275,-0.3754883,0.22275,-16.96183,0.22275,7.045802,0.22275,-37.64885,0.4455,-37.8,0.4455,-71.1,0.4455,-15.3
0.0306,-7.737851E-05,0.2295,0.9067383,0.2295,0.171875,0.2295,-0.3708496,0.2295,-17.40458,0.2295,7.045802,0.2295,-39.93893,0.459,-38.6,0.459,-71.6,0.459,-15.7
0.0315,-7.267872E-05,0.23625,0.9226074,0.23625,0.184082,0.23625,-0.3737793,0.23625,-16.9313,0.23625,7.183206,0.23625,-41.40458,0.4725,-38.6,0.4725,-71.7,0.4725,-17.1
0.0324,-6.965744E-05,0.243,0.9316406,0.243,0.1899414,0.243,-0.359375,0.243,-19.52672,0.243,7.778626,0.243,-43.20611,0.486,-38.3,0.486,-71.9,0.486,-17.3
0.0333,-6.831464E-05,0.24975,0.9472656,0.24975,0.1806641,0.24975,-0.3515625,0.24975,-18.87023,0.24975,7.91603,0.24975,-43.92366,0.4995,-39.3,0.4995,-72.4,0.4995,-16.6
0.0342,-6.529336E-05,0.2565,0.9399414,0.2565,0.1853027,0.2565,-0.345459,0.2565,-18.23664,0.2565,8.847328,0.2565,-45.61069,0.513,-39.2,0.513,-72.1,0.513,-15.7
0.0351,-6.74754E-05,0.26325,0.9614258,0.26325,0.2055664,0.26325,-0.3334961,0.26325,-19.8855,0.26325,8.396947,0.26325,-46.99237,0.5265,-39.5,0.5265,-72.1,0.5265,-15.5
0.036,-6.411842E-05,0.27,0.9577637,0.27,0.1916504,0.27,-0.3405762,0.27,-17.39695,0.27,8.961832,0.27,-48.15267,0.54,-39.4,0.54,-72.3,0.54,-16.9
0.0369,-6.126497E-05,0.27675,0.9521484,0.27675,0.2145996,0.27675,-0.3286133,0.27675,-17.64886,0.27675,9,0.27675,-49.46565,0.5535,-39.3,0.5535,-71.9,0.5535,-16.8
0.0378,-6.361487E-05,0.2835,0.9650879,0.2835,0.2275391,0.2835,-0.3208008,0.2835,-16.94657,0.2835,9.816793,0.2835,-51.05344,0.567,-39.6,0.567,-72.1,0.567,-15.5
0.0387,-6.327917E-05,0.29025,0.9621582,0.29025,0.2387695,0.29025,-0.3225098,0.29025,-17.31298,0.29025,9.59542,0.29025,-51.47328,0.5805,-40,0.5805,-72.6,0.5805,-16.6
0.0396,-6.160067E-05,0.297,0.9592285,0.297,0.2507324,0.297,-0.3190918,0.297,-17.41221,0.297,9.641221,0.297,-51.74809,0.594,-40.2,0.594,-72.4,0.594,-16.3
0.0405,-5.539025E-05,0.30375,0.9389648,0.30375,0.2507324,0.30375,-0.3288574,0.30375,-16.0687,0.30375,10.19084,0.30375,-52.56488,0.6075,-40.2,0.6075,-72.6,0.6075,-16.6
0.0414,-5.387961E-05,0.3105,0.9396973,0.3105,0.2758789,0.3105,-0.3310547,0.3105,-16.44275,0.3105,10.03817,0.3105,-52.96947,0.621,-40.4,0.621,-72.7,0.621,-15.8
0.0423,-4.917983E-05,0.31725,0.9333496,0.31725,0.295166,0.31725,-0.3112793,0.31725,-17.48855,0.31725,10.0458,0.31725,-53.58779,0.6345,-40.3,0.6345,-72.8,0.6345,-16.6
0.0432,-4.53193E-05,0.324,0.9521484,0.324,0.3061523,0.324,-0.3317871,0.324,-19.21374,0.324,10.25191,0.324,-53.80916,0.648,-40.6,0.648,-73.1,0.648,-16.6
0.0441,-4.884413E-05,0.33075,0.9594727,0.33075,0.300293,0.33075,-0.3244629,0.33075,-21.67175,0.33075,10.83206,0.33075,-53.80916,0.6615,-40.4,0.6615,-73.1,0.6615,-17.6
0.045,-4.448005E-05,0.3375,0.9592285,0.3375,0.2807617,0.3375,-0.3154297,0.3375,-21.08397,0.3375,11.1374,0.3375,-52.90076,0.675,-40.7,0.675,-73.8,0.675,-16.1
0.0459,-3.726253E-05,0.34425,0.9211426,0.34425,0.1911621,0.34425,-0.3405762,0.34425,-13.70229,0.34425,10.55725,0.34425,-51.61069,0.6885,-40.5,0.6885,-73.8,0.6885,-16.9
0.0468,-3.356985E-05,0.351,0.963623,0.351,0.3671875,0.351,-0.3522949,0.351,-25.44275,0.351,18.87786,0.351,-56.79389,0.702,-40.6,0.702,-74.1,0.702,-16.4
0.0477,-3.121996E-05,0.35775,0.9768066,0.35775,0.3601074,0.35775,-0.2790527,0.35775,-22.27481,0.35775,9.19084,0.35775,-51.83206,0.7155,-40.9,0.7155,-74.8,0.7155,-17.4
0.0486,-2.920577E-05,0.3645,1.043213,0.3645,0.291748,0.3645,-0.3417969,0.3645,-32.85496,0.3645,14.23664,0.3645,-55.61069,0.729,-41.1,0.729,-74.8,0.729,-17.7
0.0495,-2.836652E-05,0.37125,1.015869,0.37125,0.2624512,0.37125,-0.3491211,0.37125,-30.68702,0.37125,15.07634,0.37125,-59.87023,0.7425,-40.9,0.7425,-74.6,0.7425,-17.9
0.0504,-2.735943E-05,0.378,0.9296875,0.378,0.263916,0.378,-0.3190918,0.378,-21.25191,0.378,14.0458,0.378,-57.52672,0.756,-40.9,0.756,-74.9,0.756,-17.6
0.0513,-2.299535E-05,0.38475,0.9716797,0.38475,0.3466797,0.38475,-0.3398438,0.38475,-24.76336,0.38475,14.38168,0.38475,-58.19847,0.7695,-41.3,0.7695,-75.6,0.7695,-18.1
0.0522,-2.719158E-05,0.3915,1.006836,0.3915,0.3405762,0.3915,-0.3251953,0.3915,-31.38168,0.3915,17.16031,0.3915,-58.06107,0.783,-42.2,0.783,-75.2,0.783,-16.6
0.0531,-4.313725E-05,0.39825,0.9389648,0.39825,0.3095703,0.39825,-0.3190918,0.39825,-29.32825,0.39825,15.45038,0.39825,-57.94656,0.7965,-42.5,0.7965,-75.6,0.7965,-17
0.054,-5.119402E-05,0.405,0.9519043,0.405,0.3395996,0.405,-0.3149414,0.405,-28.03817,0.405,14.03817,0.405,-60.27481,0.81,-42.8,0.81,-75.7,0.81,-18.3
0.0549,-5.119402E-05,0.41175,0.9526367,0.41175,0.3879395,0.41175,-0.3041992,0.41175,-28.20611,0.41175,14.40458,0.41175,-60.8855,0.8235,-42.5,0.8235,-76.3,0.8235,-15.9
0.0558,-4.078737E-05,0.4185,0.954834,0.4185,0.4020996,0.4185,-0.2924805,0.4185,-30.25954,0.4185,13.82443,0.4185,-60.25954,0.837,-43,0.837,-75.8,0.837,-17.6
0.0567,-3.558404E-05,0.42525,0.9418945,0.42525,0.3884277,0.42525,-0.2858887,0.42525,-30.77099,0.42525,14.35114,0.42525,-59.24427,0.8505,-42.7,0.8505,-76.2,0.8505,-17.5
0.0576,-1.02388E-05,0.432,0.9179688,0.432,0.4086914,0.432,-0.2734375,0.432,-29.45802,0.432,13.93893,0.432,-59.38168,0.864,-42.7,0.864,-76.7,0.864,-18.5
0.0585,8.224613E-06,0.43875,0.940918,0.43875,0.4299316,0.43875,-0.2763672,0.43875,-28.94657,0.43875,13.83206,0.43875,-59.12977,0.8775,-42.6,0.8775,-76.7,0.8775,-16.6
0.0594,5.203327E-06,0.4455,0.9372559,0.4455,0.4313965,0.4455,-0.2744141,0.4455,-27.70992,0.4455,13.38931,0.4455,-59.19084,0.891,-42.3,0.891,-77.4,0.891,-17.3
0.0603,5.539025E-06,0.45225,0.9440918,0.45225,0.4289551,0.45225,-0.2683105,0.45225,-27.26718,0.45225,12.62595,0.45225,-59,0.9045,-42.1,0.9045,-77.5,0.9045,-17.7
0.0612,6.881819E-06,0.459,0.953125,0.459,0.442627,0.459,-0.2543945,0.459,-28.19847,0.459,12.46565,0.459,-59.45038,0.918,-42.4,0.918,-78.3,0.918,-18.1
0.0621,3.860533E-06,0.46575,0.9499512,0.46575,0.4367676,0.46575,-0.2460938,0.46575,-26.9084,0.46575,11.80153,0.46575,-59.74809,0.9315,-42.6,0.9315,-78.6,0.9315,-18.7
0.063,-1.02388E-05,0.4725,0.9677734,0.4725,0.4304199,0.4725,-0.2412109,0.4725,-25.73282,0.4725,12.84733,0.4725,-59.22137,0.945,-42.3,0.945,-78.5,0.945,-17.3
0.0639,-2.165255E-05,0.47925,0.9641113,0.47925,0.4189453,0.47925,-0.255127,0.47925,-26,0.47925,12.87786,0.47925,-60.0229,0.9585,-42.4,0.9585,-79.1,0.9585,-17.7
0.0648,-3.30663E-05,0.486,0.9650879,0.486,0.4348145,0.486,-0.2539063,0.486,-24.94657,0.486,12.90076,0.486,-61.24427,0.972,-42.7,0.972,-80,0.972,-17.7
0.0657,-4.985122E-05,0.49275,0.9804688,0.49275,0.4567871,0.49275,-0.2470703,0.49275,-22.30534,0.49275,12.68702,0.49275,-63.07634,0.9855,-42.7,0.9855,-80,0.9855,-18.2
0.0666,-7.301442E-05,0.4995,0.9836426,0.4995,0.4836426,0.4995,-0.2521973,0.4995,-24.0458,0.4995,12.0229,0.4995,-63.90076,0.999,-43.2,0.999,-79.5,0.999,-18.2
0.0675,-9.198139E-05,0.50625,0.9677734,0.50625,0.4750977,0.50625,-0.260498,0.50625,-23.37405,0.50625,11.70229,0.50625,-63.82443,1.0125,-43.5,1.0125,-80.4,1.0125,-16.6
0.0684,-8.7953E-05,0.513,0.9560547,0.513,0.4833984,0.513,-0.2697754,0.513,-24.00763,0.513,11.22901,0.513,-64.50381,1.026,-43.5,1.026,-80.3,1.026,-17.3
0.0693,-6.965744E-05,0.51975,0.9694824,0.51975,0.498291,0.51975,-0.279541,0.51975,-23.12214,0.51975,11.68702,0.51975,-66.00764,1.0395,-43.9,1.0395,-80.4,1.0395,-17.7
0.0702,-5.287251E-05,0.5265,0.9743652,0.5265,0.5222168,0.5265,-0.2729492,0.5265,-25.60305,0.5265,11.0687,0.5265,-67.29008,1.053,-44.7,1.053,-80.6,1.053,-17
0.0711,-4.061952E-05,0.53325,1.011475,0.53325,0.5053711,0.53325,-0.246582,0.53325,-25.41985,0.53325,12.0687,0.53325,-68.13741,1.0665,-44.3,1.0665,-81,1.0665,-17.5
0.072,-3.508049E-05,0.54,1.014404,0.54,0.4997559,0.54,-0.2443848,0.54,-27.26718,0.54,13.03817,0.54,-68.15267,1.08,-44.3,1.08,-80.9,1.08,-17.4
0.0729,-3.205921E-05,0.54675,1.001465,0.54675,0.4733887,0.54675,-0.2692871,0.54675,-27.37405,0.54675,13.74809,0.54675,-68.56489,1.0935,-44.3,1.0935,-80.9,1.0935,-17.9
0.07380001,-2.383459E-05,0.5535,0.9929199,0.5535,0.4638672,0.5535,-0.2412109,0.5535,-22.77863,0.5535,15.06107,0.5535,-69.38931,1.107,-44.8,1.107,-80.6,1.107,-18.3
0.07470001,-2.064546E-05,0.56025,1.018311,0.56025,0.5085449,0.56025,-0.2402344,0.56025,-26.18321,0.56025,16.32825,0.56025,-71.67939,1.1205,-45,1.1205,-80.3,1.1205,-17.4
0.0756,-1.628138E-05,0.567,1.031494,0.567,0.4970703,0.567,-0.2434082,0.567,-23.34351,0.567,16.13741,0.567,-72.13741,1.134,-45.3,1.134,-80.3,1.134,-16.7
0.0765,-1.225299E-05,0.57375,1.027832,0.57375,0.5200195,0.57375,-0.2072754,0.57375,-22.45802,0.57375,16.12977,0.57375,-72.98473,1.1475,-45.3,1.1475,-79.9,1.1475,-16.8
0.0774,-1.19173E-05,0.5805,1.033936,0.5805,0.550293,0.5805,-0.203125,0.5805,-24.12214,0.5805,15.12214,0.5805,-76.19847,1.161,-45.7,1.161,-79.9,1.161,-16.2
0.0783,-1.426719E-05,0.58725,1.016602,0.58725,0.5378418,0.58725,-0.2038574,0.58725,-25.89313,0.58725,14.62595,0.58725,-77.69466,1.1745,-45.8,1.1745,-79.6,1.1745,-16.1
0.0792,-1.292439E-05,0.594,1.005859,0.594,0.5222168,0.594,-0.2023926,0.594,-24.35114,0.594,14.42748,0.594,-78.96947,1.188,-45.8,1.188,-79.9,1.188,-15.9
0.0801,-1.15816E-05,0.60075,1.010254,0.60075,0.5402832,0.60075,-0.2199707,0.60075,-24.23664,0.60075,14.24428,0.60075,-80.78626,1.2015,-46.5,1.2015,-79.1,1.2015,-17.3
0.081,-1.02388E-05,0.6075,1.008301,0.6075,0.5612793,0.6075,-0.2563477,0.6075,-25.0916,0.6075,14.31298,0.6075,-82.58015,1.215,-45.9,1.215,-78.1,1.215,-16.6
0.0819,-1.359579E-05,0.61425,1.002441,0.61425,0.5708008,0.61425,-0.2744141,0.61425,-27.37405,0.61425,14.46565,0.61425,-83.771,1.2285,-46.3,1.2285,-77.7,1.2285,-15.7
0.0828,-1.15816E-05,0.621,0.9882813,0.621,0.5739746,0.621,-0.3105469,0.621,-30.22137,0.621,14.68702,0.621,-84.56489,1.242,-46.7,1.242,-77.7,1.242,-15.3
0.0837,-4.699778E-06,0.62775,0.9650879,0.62775,0.5698242,0.62775,-0.3549805,0.62775,-32.40458,0.62775,14.45802,0.62775,-86.20611,1.2555,-46.6,1.2555,-76.2,1.2555,-16.6
0.0846,-3.021286E-06,0.6345,0.9846191,0.6345,0.5715332,0.6345,-0.3649902,0.6345,-34.96183,0.6345,14.78626,0.6345,-87.06107,1.269,-45.1,1.269,-75.7,1.269,-15.1
0.0855,-7.553216E-06,0.64125,0.9887695,0.64125,0.5827637,0.64125,-0.3662109,0.64125,-38.25954,0.64125,14.25954,0.64125,-88.38168,1.2825,-45,1.2825,-75.6,1.2825,-16.3
0.0864,-4.867628E-06,0.648,1.002686,0.648,0.5966797,0.648,-0.3679199,0.648,-42.07634,0.648,14.16794,0.648,-88.54198,1.296,-45.3,1.296,-74.2,1.296,-15.3
0.0873,-2.014191E-06,0.65475,1.040527,0.65475,0.5949707,0.65475,-0.3684082,0.65475,-45.29008,0.65475,14.65649,0.65475,-89.54198,1.3095,-43.8,1.3095,-74.9,1.3095,-15.1
0.0882,-6.210422E-06,0.6615,1.065918,0.6615,0.6035156,0.6615,-0.3535156,0.6615,-51.42748,0.6615,15.20611,0.6615,-89.50381,1.323,-43.7,1.323,-73,1.323,-16.2
0.0891,-9.063859E-06,0.66825,1.081055,0.66825,0.5515137,0.66825,-0.3242188,0.66825,-55.62595,0.66825,15.8626,0.66825,-89.98473,1.3365,-42.6,1.3365,-72.7,1.3365,-16
0.09,-1.05745E-05,0.675,1.118408,0.675,0.5593262,0.675,-0.2929688,0.675,-57.12977,0.675,16.39695,0.675,-91.66412,1.35,-41.5,1.35,-73.1,1.35,-15.3
0.0909,-1.560998E-05,0.68175,1.179443,0.68175,0.5405273,0.68175,-0.2397461,0.68175,-56.0229,0.68175,17.30534,0.68175,-92.61832,1.3635,-41,1.3635,-71.4,1.3635,-15.2
0.0918,-1.913481E-05,0.6885,1.287109,0.6885,0.5073242,0.6885,-0.2199707,0.6885,-53.65649,0.6885,20.0229,0.6885,-95.67939,1.377,-37.8,1.377,-71,1.377,-15
0.0927,2.853437E-06,0.69525,1.396484,0.69525,0.4509277,0.69525,-0.2451172,0.69525,-53.39695,0.69525,23.67175,0.69525,-95.91603,1.3905,-37.9,1.3905,-71.4,1.3905,-16.4
0.0936,1.678492E-05,0.702,1.449463,0.702,0.3664551,0.702,-0.302002,0.702,-47.52672,0.702,24.09924,0.702,-99.16794,1.404,-37.3,1.404,-71.4,1.404,-15.3
0.09450001,1.05745E-05,0.70875,1.488037,0.70875,0.3613281,0.70875,-0.3427734,0.70875,-44.29008,0.70875,23.32825,0.70875,-102.8702,1.4175,-35.3,1.4175,-70.4,1.4175,-16.2
0.09540001,7.721065E-06,0.7155,1.519043,0.7155,0.3591309,0.7155,-0.3840332,0.7155,-40.28244,0.7155,19.25954,0.7155,-106.458,1.431,-34.9,1.431,-71.1,1.431,-14.3
0.09630001,1.426719E-05,0.72225,1.544678,0.72225,0.3720703,0.72225,-0.3876953,0.72225,-43.37405,0.72225,13.77099,0.72225,-107.8626,1.4445,-33.1,1.4445,-70.2,1.4445,-15.8
0.0972,9.903106E-06,0.729,1.512207,0.729,0.3693848,0.729,-0.3522949,0.729,-52.28244,0.729,11.23664,0.729,-108.1145,1.458,-32.8,1.458,-70.2,1.458,-15.6
0.0981,-3.356985E-07,0.73575,1.418701,0.73575,0.3757324,0.73575,-0.3549805,0.73575,-58.32824,0.73575,6.343512,0.73575,-108.5191,1.4715,-32.7,1.4715,-70.7,1.4715,-14.5
0.099,-7.217517E-06,0.7425,1.289551,0.7425,0.3891602,0.7425,-0.317627,0.7425,-61.70229,0.7425,3.198473,0.7425,-108.8702,1.485,-31.2,1.485,-70.8,1.485,-15.2
0.0999,-3.860533E-06,0.74925,1.242188,0.74925,0.4443359,0.74925,-0.3574219,0.74925,-57.72519,0.74925,0.4122137,0.74925,-112.0076,1.4985,-30.6,1.4985,-70.9,1.4985,-14.9
0.1008,-5.874724E-06,0.756,1.20752,0.756,0.5297852,0.756,-0.2971191,0.756,-47.47328,0.756,-2.427481,0.756,-113.2672,1.512,-30.3,1.512,-70.2,1.512,-15
0.1017,-2.500954E-05,0.76275,1.169434,0.76275,0.7597656,0.76275,-0.300293,0.76275,-40.12977,0.76275,-3.435115,0.76275,-121.3588,1.5255,-30.8,1.5255,-70.8,1.5255,-14.5
0.1026,-3.927673E-05,0.7695,1.172852,0.7695,0.9624023,0.7695,-0.3137207,0.7695,-32.37405,0.7695,-1.709924,0.7695,-129.9008,1.539,-30.5,1.539,-70.5,1.539,-14.1
0.1035,-3.910888E-05,0.77625,1.180176,0.77625,1.137695,0.77625,-0.3640137,0.77625,-24.77863,0.77625,-5.274809,0.77625,-135.2748,1.5525,-31.5,1.5525,-70.4,1.5525,-13.9
0.1044,-4.095522E-05,0.783,1.197998,0.783,1.154541,0.783,-0.432373,0.783,-22.47328,0.783,-2.419847,0.783,-135.7786,1.566,-31.6,1.566,-70.1,1.566,-14.4
0.1053,-3.239491E-05,0.78975,1.183594,0.78975,1.028076,0.78975,-0.4875488,0.78975,-27.87023,0.78975,-1.969466,0.78975,-131.5038,1.5795,-31.5,1.5795,-69.8,1.5795,-14.8
0.1062,-2.366674E-05,0.7965,1.140625,0.7965,0.9626465,0.7965,-0.5854492,0.7965,-33.38931,0.7965,-9.893129,0.7965,-126.9771,1.593,-32.5,1.593,-69.9,1.593,-15
0.1071,-2.030976E-05,0.80325,1.091064,0.80325,0.8708496,0.80325,-0.6376953,0.80325,-24.51145,0.80325,-9.893129,0.80325,-130.3817,1.6065,-34.2,1.6065,-70.3,1.6065,-14.9
0.108,-1.628138E-05,0.81,1.124756,0.81,0.9443359,0.81,-0.7004395,0.81,-18.67939,0.81,-9.221375,0.81,-133.3282,1.62,-34.4,1.62,-69.7,1.62,-15.8
0.1089,-6.042573E-06,0.81675,1.094727,0.81675,1.060059,0.81675,-0.640625,0.81675,-31.83969,0.81675,-8.763359,0.81675,-132.4275,1.6335,-35.4,1.6335,-69.8,1.6335,-14.5
0.1098,-2.853437E-06,0.8235,1.090088,0.8235,1.074707,0.8235,-0.5693359,0.8235,-45.34351,0.8235,-6.519084,0.8235,-132.9847,1.647,-36.1,1.647,-70.8,1.647,-14.8
0.1107,-1.510643E-06,0.83025,1.082764,0.83025,1.068359,0.83025,-0.4729004,0.83025,-57.53435,0.83025,-2.282443,0.83025,-126.7481,1.6605,-35.9,1.6605,-70.4,1.6605,-14.9
0.1116,-2.685588E-06,0.837,1.069824,0.837,0.9672852,0.837,-0.364502,0.837,-76.35114,0.837,1.015267,0.837,-123.0916,1.674,-36.5,1.674,-70.5,1.674,-14.5
0.1125,-8.224613E-06,0.84375,0.9506836,0.84375,0.8408203,0.84375,-0.315918,0.84375,-78.16794,0.84375,-2.007634,0.84375,-120.9008,1.6875,-36.6,1.6875,-70.4,1.6875,-14.6
0.1134,-1.19173E-05,0.8505,0.8127441,0.8505,0.861084,0.8505,-0.2443848,0.8505,-71.79389,0.8505,-2.679389,0.8505,-122.8244,1.701,-36.5,1.701,-70.5,1.701,-14.9
0.1143,-1.745632E-05,0.85725,0.7543945,0.85725,0.8847656,0.85725,-0.1064453,0.85725,-67.06107,0.85725,-1.137405,0.85725,-131.4046,1.7145,-37,1.7145,-70.3,1.7145,-15.7
