X[s],"Trigno IM sensor 15: EMG 15 (IM)",X[s],"Trigno IM sensor 15: ACC X 15 (IM)",X[s],"Trigno IM sensor 15: ACC Y 15 (IM)",X[s],"Trigno IM sensor 15: ACC Z 15 (IM)",X[s],"Trigno IM sensor 15: Gyro X 15 (IM)",X[s],"Trigno IM sensor 15: Gyro Y 15 (IM)",X[s],"Trigno IM sensor 15: Gyro Z 15 (IM)",X[s],"Trigno IM sensor 15: Mag X 15 (IM)",X[s],"Trigno IM sensor 15: Mag Y 15 (IM)",X[s],"Trigno IM sensor 15: Mag Z 15 (IM)",X[s],"Trigno IM sensor 16: EMG 16 (IM)",X[s],"Trigno IM sensor 16: ACC X 16 (IM)",X[s],"Trigno IM sensor 16: ACC Y 16 (IM)",X[s],"Trigno IM sensor 16: ACC Z 16 (IM)",X[s],"Trigno IM sensor 16: Gyro X 16 (IM)",X[s],"Trigno IM sensor 16: Gyro Y 16 (IM)",X[s],"Trigno IM sensor 16: Gyro Z 16 (IM)",X[s],"Trigno IM sensor 16: Mag X 16 (IM)",X[s],"Trigno IM sensor 16: Mag Y 16 (IM)",X[s],"Trigno IM sensor 16: Mag Z 16 (IM)"
0.0216,0,0.162,0.3583984,0.162,4.489258,0.162,0.75,0.162,-2.560976,0.162,1.798781,0.162,0.9756098,0.324,-52.4,0.324,-100.9,0.324,2,0.0216,0,0.162,0.1357422,0.162,0.9978027,0.162,0.1291504,0.162,2.5,0.162,-3.506098,0.162,0.4268293,0.324,35.7,0.324,25,0.324,-274.8
0.0225,0,0.16875,0.3125,0.16875,4.484375,0.16875,0.7275391,0.16875,-2.22561,0.16875,2.926829,0.16875,2.012195,0.3375,-52.6,0.3375,-101,0.3375,2.5,0.0225,0,0.16875,0.1342773,0.16875,0.9960938,0.16875,0.1291504,0.16875,2.591464,0.16875,-3.170732,0.16875,0.3353659,0.3375,35.6,0.3375,25.6,0.3375,-276
0.0234,0,0.1755,0.3271484,0.1755,4.524414,0.1755,0.7783203,0.1755,-2.317073,0.1755,2.957317,0.1755,1.036585,0.351,-52.4,0.351,-100.7,0.351,2.2,0.0234,0,0.1755,0.1313477,0.1755,0.9975586,0.1755,0.1262207,0.1755,2.591464,0.1755,-3.018293,0.1755,0.3963415,0.351,35.6,0.351,25.1,0.351,-274.9
0.0243,0,0.18225,0.3261719,0.18225,4.510742,0.18225,0.7734375,0.18225,-1.95122,0.18225,3.20122,0.18225,0.6707317,0.3645,-52.1,0.3645,-100.6,0.3645,1.4,0.0243,0,0.18225,0.1369629,0.18225,0.9936523,0.18225,0.1333008,0.18225,2.530488,0.18225,-2.652439,0.18225,0.5792683,0.3645,35.1,0.3645,25.4,0.3645,-275.5
0.0252,0,0.189,0.3212891,0.189,4.491211,0.189,0.7734375,0.189,-2.682927,0.189,3.506098,0.189,0.6402439,0.378,-52.4,0.378,-101.2,0.378,2.1,0.0252,0,0.189,0.1318359,0.189,0.994873,0.189,0.1398926,0.189,2.530488,0.189,-2.408537,0.189,0.5182927,0.378,35,0.378,25.2,0.378,-275.9
0.0261,0,0.19575,0.3007813,0.19575,4.499023,0.19575,0.7773438,0.19575,-2.530488,0.19575,4.29878,0.19575,0.9146342,0.3915,-52.3,0.3915,-101.1,0.3915,1.8,0.0261,0,0.19575,0.1386719,0.19575,0.9924316,0.19575,0.1264648,0.19575,2.682927,0.19575,-2.5,0.19575,0.5792683,0.3915,35.4,0.3915,25.2,0.3915,-276
0.027,-1.745632E-05,0.2025,0.3046875,0.2025,4.493164,0.2025,0.7373047,0.2025,-1.646341,0.2025,4.634146,0.2025,0.3048781,0.405,-52.6,0.405,-100.7,0.405,1.7,0.027,1.309224E-05,0.2025,0.1357422,0.2025,0.9978027,0.2025,0.1201172,0.2025,2.652439,0.2025,-2.5,0.2025,0.7926829,0.405,35.3,0.405,25.5,0.405,-275.7
0.0279,-1.510643E-05,0.20925,0.3154297,0.20925,4.509766,0.20925,0.734375,0.20925,-1.768293,0.20925,3.506098,0.20925,0.1829268,0.4185,-52.3,0.4185,-100.7,0.4185,2.6,0.0279,9.567407E-06,0.20925,0.137207,0.20925,0.9956055,0.20925,0.1359863,0.20925,2.530488,0.20925,-2.408537,0.20925,0.7012195,0.4185,35.3,0.4185,25.4,0.4185,-275.4
0.0288,-8.224613E-06,0.216,0.3164063,0.216,4.473633,0.216,0.75,0.216,-1.189024,0.216,3.20122,0.216,-0.8841463,0.432,-52.1,0.432,-101,0.432,1.6,0.0288,6.210422E-06,0.216,0.1306152,0.216,0.9968262,0.216,0.1210938,0.216,2.591464,0.216,-2.5,0.216,0.7621951,0.432,35.6,0.432,24.8,0.432,-276.3
0.0297,-1.040665E-05,0.22275,0.3076172,0.22275,4.479492,0.22275,0.7392578,0.22275,-1.310976,0.22275,3.170732,0.22275,0.06097561,0.4455,-52.4,0.4455,-100.7,0.4455,1.9,0.0297,1.376364E-05,0.22275,0.1379395,0.22275,0.9919434,0.22275,0.1289063,0.22275,2.77439,0.22275,-2.469512,0.22275,0.8536586,0.4455,35.2,0.4455,25.4,0.4455,-275.5
0.0306,-1.225299E-05,0.2295,0.078125,0.2295,1.121338,0.2295,0.1906738,0.2295,-0.3353659,0.2295,0.6707317,0.2295,-0.3353659,0.459,-52.4,0.459,-101.5,0.459,2.2,0.0306,9.567407E-06,0.2295,0.1308594,0.2295,0.994873,0.2295,0.1313477,0.2295,2.865854,0.2295,-2.439024,0.2295,0.7621951,0.459,35.1,0.459,25.3,0.459,-275.8
0.0315,-1.527428E-05,0.23625,0.07885742,0.23625,1.123291,0.23625,0.1911621,0.23625,-0.3963415,0.23625,0.4573171,0.23625,-0.09146342,0.4725,-52.6,0.4725,-101,0.4725,1.8,0.0315,7.888914E-06,0.23625,0.1320801,0.23625,0.9943848,0.23625,0.126709,0.23625,2.804878,0.23625,-2.408537,0.23625,1.189024,0.4725,35.1,0.4725,25.4,0.4725,-276.8
0.0324,-1.326009E-05,0.243,0.07739258,0.243,1.126221,0.243,0.1879883,0.243,-0.5792683,0.243,0.6097561,0.243,-0.3353659,0.486,-52.6,0.486,-100.6,0.486,1.6,0.0324,1.443503E-05,0.243,0.1328125,0.243,0.9975586,0.243,0.1291504,0.243,3.018293,0.243,-2.439024,0.243,0.9451219,0.486,35.6,0.486,25.3,0.486,-276.3
0.0333,-1.695277E-05,0.24975,0.07543945,0.24975,1.123047,0.24975,0.1838379,0.24975,-0.7926829,0.24975,0.7926829,0.24975,-0.2439024,0.4995,-53,0.4995,-101.3,0.4995,1.7,0.0333,9.903106E-06,0.24975,0.1367188,0.24975,0.9943848,0.24975,0.1311035,0.24975,3.04878,0.24975,-2.195122,0.24975,0.8841463,0.4995,35.4,0.4995,25.5,0.4995,-275.5
0.0342,-1.728847E-05,0.2565,0.07763672,0.2565,1.118164,0.2565,0.1875,0.2565,-0.9451219,0.2565,0.8231707,0.2565,0,0.513,-52.8,0.513,-101.3,0.513,0.4,0.0342,8.560311E-06,0.2565,0.1381836,0.2565,0.9978027,0.2565,0.1362305,0.2565,2.957317,0.2565,-2.286585,0.2565,0.9451219,0.513,35.5,0.513,25.2,0.513,-274.9
0.0351,-2.030976E-05,0.26325,0.07495117,0.26325,1.124268,0.26325,0.1962891,0.26325,-1.128049,0.26325,0.8536586,0.26325,-0.06097561,0.5265,-52.6,0.5265,-100.9,0.5265,1.8,0.0351,1.141375E-05,0.26325,0.135498,0.26325,0.9907227,0.26325,0.1306152,0.26325,3.04878,0.26325,-2.22561,0.26325,0.8536586,0.5265,35.2,0.5265,25.6,0.5265,-275.5
0.036,-2.433814E-05,0.27,0.07592773,0.27,1.12207,0.27,0.1938477,0.27,-1.006098,0.27,0.8536586,0.27,0.3963415,0.54,-51.8,0.54,-101,0.54,2.5,0.036,2.18204E-06,0.27,0.1335449,0.27,0.9924316,0.27,0.1337891,0.27,2.926829,0.27,-2.103659,0.27,0.8536586,0.54,35.7,0.54,25.7,0.54,-276.5
0.0369,-2.601663E-05,0.27675,0.07763672,0.27675,1.124756,0.27675,0.1999512,0.27675,-0.9146342,0.27675,0.9451219,0.27675,0.4573171,0.5535,-52.1,0.5535,-100.9,0.5535,2.4,0.0369,2.517739E-06,0.27675,0.1276855,0.27675,0.9963379,0.27675,0.1274414,0.27675,2.652439,0.27675,-2.012195,0.27675,0.5792683,0.5535,34.9,0.5535,25.8,0.5535,-275.9
