X[s],"Trigno IM sensor 15: EMG 15 (IM)",X[s],"Trigno IM sensor 15: ACC X 15 (IM)",X[s],"Trigno IM sensor 15: ACC Y 15 (IM)",X[s],"Trigno IM sensor 15: ACC Z 15 (IM)",X[s],"Trigno IM sensor 15: Gyro X 15 (IM)",X[s],"Trigno IM sensor 15: Gyro Y 15 (IM)",X[s],"Trigno IM sensor 15: Gyro Z 15 (IM)",X[s],"Trigno IM sensor 15: Mag X 15 (IM)",X[s],"Trigno IM sensor 15: Mag Y 15 (IM)",X[s],"Trigno IM sensor 15: Mag Z 15 (IM)",X[s],"Trigno IM sensor 16: EMG 16 (IM)",X[s],"Trigno IM sensor 16: ACC X 16 (IM)",X[s],"Trigno IM sensor 16: ACC Y 16 (IM)",X[s],"Trigno IM sensor 16: ACC Z 16 (IM)",X[s],"Trigno IM sensor 16: Gyro X 16 (IM)",X[s],"Trigno IM sensor 16: Gyro Y 16 (IM)",X[s],"Trigno IM sensor 16: Gyro Z 16 (IM)",X[s],"Trigno IM sensor 16: Mag X 16 (IM)",X[s],"Trigno IM sensor 16: Mag Y 16 (IM)",X[s],"Trigno IM sensor 16: Mag Z 16 (IM)"
0.0207,0.0003979706,0.15525,0.1408691,0.15525,0.07324219,0.15525,0.9133301,0.15525,-2.015267,0.15525,-1.725191,0.15525,1.961832,0.3105,-19,0.3105,-82.7,0.3105,-14.9,0.0207,-7.972839E-05,0.15525,0.04052734,0.15525,0.01977539,0.15525,1.06543,0.15525,2.984733,0.15525,-1.969466,0.15525,0.2671756,0.3105,33.2,0.3105,8.9,0.3105,-275
0.0216,0.0002892042,0.162,0.1447754,0.162,0.07348633,0.162,0.909668,0.162,-2.374046,0.162,-2.259542,0.162,1.587786,0.324,-19.5,0.324,-82.6,0.324,-14.8,0.0216,-0.0001378042,0.162,0.03881836,0.162,0.02807617,0.162,1.065674,0.162,2.770992,0.162,-2.183206,0.162,0.3053435,0.324,32.9,0.324,8.9,0.324,-274.9
0.0225,0.0001257191,0.16875,0.145752,0.16875,0.06689453,0.16875,0.9206543,0.16875,-2.099237,0.16875,-3.251908,0.16875,0.9541985,0.3375,-19.6,0.3375,-82.3,0.3375,-13.7,0.0225,-0.0002289464,0.16875,0.04663086,0.16875,0.02050781,0.16875,1.053467,0.16875,2.89313,0.16875,-2.061069,0.16875,0.2137405,0.3375,33.4,0.3375,8.5,0.3375,-275.1
0.0234,0.0002170291,0.1755,0.1474609,0.1755,0.06494141,0.1755,0.9240723,0.1755,-1.038168,0.1755,-4.435114,0.1755,0.08396947,0.351,-19.4,0.351,-81.8,0.351,-13.8,0.0234,-0.0001955444,0.1755,0.04296875,0.1755,0.02172852,0.1755,1.072266,0.1755,2.854962,0.1755,-2.099237,0.1755,0.1450382,0.351,32.9,0.351,9.1,0.351,-274.8
0.0243,-6.999313E-05,0.18225,0.1479492,0.18225,0.06225586,0.18225,0.9289551,0.18225,-0.4274809,0.18225,-5.526718,0.18225,-1.51145,0.3645,-19.1,0.3645,-82.1,0.3645,-15.1,0.0243,-0.0001435111,0.18225,0.046875,0.18225,0.01708984,0.18225,1.064697,0.18225,2.80916,0.18225,-2,0.18225,0.02290076,0.3645,32.9,0.3645,9.4,0.3645,-275.4
0.0252,-0.000170367,0.189,0.161377,0.189,0.05957031,0.189,0.9416504,0.189,1.145038,0.189,-8.389313,0.189,-4.603054,0.378,-19.4,0.378,-82.1,0.378,-14,0.0252,-0.0001378042,0.189,0.04077148,0.189,0.01904297,0.189,1.071045,0.189,2.916031,0.189,-2.114504,0.189,0.3206107,0.378,33.5,0.378,8.8,0.378,-275.1
0.0261,-0.0001426719,0.19575,0.1669922,0.19575,0.05322266,0.19575,0.9533691,0.19575,3.396947,0.19575,-12.36641,0.19575,-9.80916,0.3915,-18.9,0.3915,-82.5,0.3915,-14.7,0.0261,-4.414435E-05,0.19575,0.0456543,0.19575,0.02563477,0.19575,1.058838,0.19575,2.80916,0.19575,-2.137405,0.19575,0.2442748,0.3915,33.3,0.3915,8.8,0.3915,-275.5
0.027,-0.0001443503,0.2025,0.1828613,0.2025,0.04931641,0.2025,0.9768066,0.2025,5.748092,0.2025,-20.29008,0.2025,-16.26718,0.405,-18.8,0.405,-82.6,0.405,-14.1,0.027,7.167162E-05,0.2025,0.04663086,0.2025,0.01904297,0.2025,1.060791,0.2025,2.847328,0.2025,-1.954198,0.2025,0.2519084,0.405,33,0.405,8.8,0.405,-275.1
0.0279,-0.0002143435,0.20925,0.1921387,0.20925,0.03417969,0.20925,0.9943848,0.20925,9.183207,0.20925,-29.03817,0.20925,-23.53435,0.4185,-19.2,0.4185,-82.7,0.4185,-14.7,0.0279,-6.881819E-06,0.20925,0.046875,0.20925,0.02050781,0.20925,1.06665,0.20925,2.687023,0.20925,-2.099237,0.20925,0.4045801,0.4185,33.4,0.4185,8.7,0.4185,-274.9
0.0288,-0.0002042725,0.216,0.215332,0.216,0.03173828,0.216,1.010254,0.216,14.17557,0.216,-40,0.216,-33.21374,0.432,-18.7,0.432,-82.8,0.432,-14.5,0.0288,9.819181E-05,0.216,0.0390625,0.216,0.01928711,0.216,1.064941,0.216,2.946565,0.216,-2.129771,0.216,0.3206107,0.432,32.9,0.432,9,0.432,-276.1
