X[s],"Trigno IM sensor 15: EMG 15 (IM)",X[s],"Trigno IM sensor 15: ACC X 15 (IM)",X[s],"Trigno IM sensor 15: ACC Y 15 (IM)",X[s],"Trigno IM sensor 15: ACC Z 15 (IM)",X[s],"Trigno IM sensor 15: Gyro X 15 (IM)",X[s],"Trigno IM sensor 15: Gyro Y 15 (IM)",X[s],"Trigno IM sensor 15: Gyro Z 15 (IM)",X[s],"Trigno IM sensor 15: Mag X 15 (IM)",X[s],"Trigno IM sensor 15: Mag Y 15 (IM)",X[s],"Trigno IM sensor 15: Mag Z 15 (IM)",X[s],"Trigno IM sensor 16: EMG 16 (IM)",X[s],"Trigno IM sensor 16: ACC X 16 (IM)",X[s],"Trigno IM sensor 16: ACC Y 16 (IM)",X[s],"Trigno IM sensor 16: ACC Z 16 (IM)",X[s],"Trigno IM sensor 16: Gyro X 16 (IM)",X[s],"Trigno IM sensor 16: Gyro Y 16 (IM)",X[s],"Trigno IM sensor 16: Gyro Z 16 (IM)",X[s],"Trigno IM sensor 16: Mag X 16 (IM)",X[s],"Trigno IM sensor 16: Mag Y 16 (IM)",X[s],"Trigno IM sensor 16: Mag Z 16 (IM)"
0.0225,0,0.16875,0.1181641,0.16875,-0.8620605,0.16875,-0.404541,0.16875,-39.96947,0.16875,63.96947,0.16875,-35.15267,0.3375,-28.1,0.3375,-78.5,0.3375,-19.5,0.0225,0,0.16875,1.184814,0.16875,-0.06469727,0.16875,0.2390137,0.16875,4.80916,0.16875,6.694656,0.16875,-53.19847,0.3375,42.5,0.3375,14.9,0.3375,-286.9
0.0234,0,0.1755,0.09545898,0.1755,-0.8500977,0.1755,-0.2946777,0.1755,-48.38931,0.1755,46.58015,0.1755,-32.61069,0.351,-28.7,0.351,-79.9,0.351,-19.2,0.0234,0,0.1755,1.223145,0.1755,-0.07373047,0.1755,0.1916504,0.1755,-3.160305,0.1755,15.21374,0.1755,-57.87023,0.351,41.3,0.351,15.2,0.351,-286
0.0243,0,0.18225,0.1081543,0.18225,-0.8994141,0.18225,-0.2470703,0.18225,-56.50382,0.18225,49.03053,0.18225,-30.1145,0.3645,-29.4,0.3645,-80.5,0.3645,-20.3,0.0243,0,0.18225,1.253906,0.18225,-0.09667969,0.18225,0.1855469,0.18225,0.4961832,0.18225,22.9542,0.18225,-65.40458,0.3645,40.8,0.3645,14.2,0.3645,-286
0.0252,0,0.189,0.1210938,0.189,-0.9853516,0.189,-0.1159668,0.189,-46.47328,0.189,41.75573,0.189,-30.80916,0.378,-29,0.378,-81.8,0.378,-21.2,0.0252,0,0.189,1.23999,0.189,-0.07666016,0.189,0.2473145,0.189,3.29771,0.189,23.49618,0.189,-71.83206,0.378,40.8,0.378,14,0.378,-287.3
0.0261,0,0.19575,0.1044922,0.19575,-0.9575195,0.19575,-0.02539063,0.19575,-36.61069,0.19575,30.16794,0.19575,-32.20611,0.3915,-28.7,0.3915,-82.3,0.3915,-19.8,0.0261,0,0.19575,1.277588,0.19575,-0.06396484,0.19575,0.2539063,0.19575,3.122137,0.19575,23.29008,0.19575,-80.55725,0.3915,41.2,0.3915,13.1,0.3915,-286.2
0.027,0,0.2025,-0.03295898,0.2025,-0.953125,0.2025,0.04956055,0.2025,-24.77099,0.2025,51.21374,0.2025,-30.77863,0.405,-28.9,0.405,-82.6,0.405,-20.1,0.027,0,0.2025,1.287598,0.2025,-0.08300781,0.2025,0.2150879,0.2025,5.068702,0.2025,23.64122,0.2025,-88.74046,0.405,42.1,0.405,13,0.405,-286.3
0.0279,0,0.20925,-0.08813477,0.20925,-0.9301758,0.20925,0.01977539,0.20925,-16.52672,0.20925,57.07634,0.20925,-27.35878,0.4185,-29.1,0.4185,-83.7,0.4185,-21.1,0.0279,0,0.20925,1.298096,0.20925,-0.1228027,0.20925,0.2312012,0.20925,23.38168,0.20925,16.51908,0.20925,-97.14503,0.4185,43.4,0.4185,12.5,0.4185,-286.9
0.0288,0,0.216,-0.1535645,0.216,-1.009033,0.216,-0.06713867,0.216,-7.061069,0.216,37.53435,0.216,-24.36641,0.432,-28.8,0.432,-83.9,0.432,-20.6,0.0288,0,0.216,1.335205,0.216,-0.08178711,0.216,0.2236328,0.216,13.87786,0.216,31.81679,0.216,-107.3206,0.432,43.8,0.432,12.6,0.432,-285.6
0.0297,0,0.22275,-0.2004395,0.22275,-0.9880371,0.22275,-0.1066895,0.22275,12,0.22275,26.67175,0.22275,-22.06107,0.4455,-28.7,0.4455,-84.8,0.4455,-19.1,0.0297,0,0.22275,1.370361,0.22275,-0.08154297,0.22275,0.2160645,0.22275,19.20611,0.22275,34.45802,0.22275,-118.9389,0.4455,45.6,0.4455,12.6,0.4455,-286.8
0.0306,0,0.2295,-0.2504883,0.2295,-0.9370117,0.2295,-0.142334,0.2295,18.23664,0.2295,28.22137,0.2295,-19.91603,0.459,-28.6,0.459,-85.4,0.459,-20.4,0.0306,0,0.2295,1.408936,0.2295,-0.1213379,0.2295,0.282959,0.2295,20.41221,0.2295,34.80916,0.2295,-129.313,0.459,45.8,0.459,12.9,0.459,-287.1
0.0315,0,0.23625,-0.2666016,0.23625,-0.8857422,0.23625,-0.1342773,0.23625,31.39695,0.23625,17.07634,0.23625,-15.68702,0.4725,-28.6,0.4725,-85.4,0.4725,-19.6,0.0315,0,0.23625,1.523682,0.23625,-0.1767578,0.23625,0.3776855,0.23625,31.25191,0.23625,34.1832,0.23625,-144.3435,0.4725,45.9,0.4725,12.8,0.4725,-288.1
0.0324,0,0.243,-0.3276367,0.243,-0.8239746,0.243,-0.1364746,0.243,35.89313,0.243,-0.648855,0.243,-6.740458,0.486,-27.9,0.486,-86,0.486,-20.9,0.0324,0,0.243,1.571289,0.243,-0.1711426,0.243,0.4421387,0.243,37.00763,0.243,32.58779,0.243,-157.0687,0.486,46.5,0.486,12.4,0.486,-286.7
0.0333,0,0.24975,-0.3076172,0.24975,-0.8442383,0.24975,-0.1201172,0.24975,29.68702,0.24975,-13.20611,0.24975,2.801527,0.4995,-28.7,0.4995,-85.9,0.4995,-20.8,0.0333,0,0.24975,1.607666,0.24975,-0.1992188,0.24975,0.3879395,0.24975,41,0.24975,22.89313,0.24975,-175.2443,0.4995,46.6,0.4995,12.9,0.4995,-289.1
0.0342,0,0.2565,-0.314209,0.2565,-0.9365234,0.2565,-0.07446289,0.2565,23.74809,0.2565,-9.236641,0.2565,13.31298,0.513,-28.1,0.513,-86.2,0.513,-20.2,0.0342,0,0.2565,1.694092,0.2565,-0.1799316,0.2565,0.1816406,0.2565,36.58015,0.2565,16.31298,0.2565,-194.4962,0.513,46.4,0.513,13.9,0.513,-288.2
0.0351,0,0.26325,-0.2902832,0.26325,-0.9926758,0.26325,-0.04736328,0.26325,23.07634,0.26325,-3.801527,0.26325,25.26718,0.5265,-28.4,0.5265,-86.1,0.5265,-20.1,0.0351,0,0.26325,1.799805,0.26325,-0.1525879,0.26325,0.1037598,0.26325,39.12214,0.26325,18.64122,0.26325,-217.5191,0.5265,46.4,0.5265,14.2,0.5265,-288.2
0.036,0,0.27,-0.2507324,0.27,-1.030518,0.27,-0.04418945,0.27,27.0916,0.27,1.282443,0.27,40.61832,0.54,-28.4,0.54,-85.9,0.54,-20.8,0.036,0,0.27,1.84668,0.27,-0.06591797,0.27,-0.01123047,0.27,29.98473,0.27,12.22137,0.27,-240.7786,0.54,46.9,0.54,15.2,0.54,-288.1
0.0369,0,0.27675,-0.2236328,0.27675,-1.087646,0.27675,-0.04760742,0.27675,34.63359,0.27675,2.816794,0.27675,55.8168,0.5535,-28.5,0.5535,-85.7,0.5535,-21.9,0.0369,0,0.27675,1.953125,0.27675,-0.03198242,0.27675,-0.08056641,0.27675,16.25191,0.27675,-9.603053,0.27675,-250.1374,0.5535,47.5,0.5535,15,0.5535,-288.4
0.0378,0,0.2835,-0.2243652,0.2835,-1.186279,0.2835,-0.04223633,0.2835,40.98473,0.2835,7.320611,0.2835,72.34351,0.567,-29.1,0.567,-85.4,0.567,-20.9,0.0378,0,0.2835,1.999939,0.2835,-0.1018066,0.2835,-0.2490234,0.2835,-2.961832,0.2835,-27.9542,0.2835,-250.1374,0.567,48.8,0.567,16.7,0.567,-289.3
0.0387,0,0.29025,-0.1760254,0.29025,-1.269775,0.29025,-0.04272461,0.29025,51.15267,0.29025,5.183206,0.29025,85.98473,0.5805,-28.6,0.5805,-86.1,0.5805,-21.6,0.0387,0,0.29025,1.999939,0.29025,-0.1855469,0.29025,-0.2944336,0.29025,-12.48855,0.29025,-36.07634,0.29025,-250.1374,0.5805,49.5,0.5805,17,0.5805,-289.9
0.0396,0,0.297,-0.01782227,0.297,-1.306396,0.297,-0.05004883,0.297,64.48092,0.297,14.19847,0.297,101.4809,0.594,-29.1,0.594,-86.1,0.594,-21.6,0.0396,0,0.297,1.999939,0.297,-0.385498,0.297,-0.2614746,0.297,-24.61832,0.297,-34.40458,0.297,-250.1374,0.594,50.3,0.594,17.7,0.594,-288.4
0.0405,0,0.30375,0.1520996,0.30375,-1.256104,0.30375,0.07055664,0.30375,70.57252,0.30375,25.44275,0.30375,114.4122,0.6075,-28.7,0.6075,-85.7,0.6075,-20.5,0.0405,0,0.30375,1.999939,0.30375,-0.5571289,0.30375,-0.1943359,0.30375,-19.0229,0.30375,-1.229008,0.30375,-250.1374,0.6075,51.7,0.6075,17.7,0.6075,-288
0.0414,0,0.3105,0.331543,0.3105,-1.168701,0.3105,0.1984863,0.3105,72.21374,0.3105,31.03053,0.3105,127.8855,0.621,-29.1,0.621,-85.8,0.621,-21,0.0414,0,0.3105,1.999939,0.3105,-0.4204102,0.3105,-0.01049805,0.3105,-14.73282,0.3105,24.84733,0.3105,-250.1374,0.621,53,0.621,18.2,0.621,-289.6
0.0423,0,0.31725,0.4660645,0.31725,-1.093262,0.31725,0.2075195,0.31725,83.96947,0.31725,30.24427,0.31725,140.1145,0.6345,-28.9,0.6345,-85.4,0.6345,-21.7,0.0423,0,0.31725,1.999939,0.31725,-0.1674805,0.31725,0.05883789,0.31725,-14.9084,0.31725,54.24427,0.31725,-250.1374,0.6345,54.7,0.6345,18.1,0.6345,-289.7
0.0432,0,0.324,0.5644531,0.324,-1.05249,0.324,0.09790039,0.324,99.19847,0.324,31.07634,0.324,148.4962,0.648,-28.7,0.648,-86.1,0.648,-21.6,0.0432,0,0.324,1.999939,0.324,0.3032227,0.324,0.4501953,0.324,-23.83969,0.324,56.55725,0.324,-250.1374,0.648,56,0.648,18.2,0.648,-288.2
0.0441,0,0.33075,0.6628418,0.33075,-0.9880371,0.33075,-0.08935547,0.33075,114.1527,0.33075,40.1832,0.33075,154.1908,0.6615,-29.6,0.6615,-85.9,0.6615,-20.7,0.0441,0,0.33075,1.999939,0.33075,0.5437012,0.33075,0.6015625,0.33075,-41.8168,0.33075,16.03053,0.33075,-250.1374,0.6615,58.1,0.6615,18.2,0.6615,-287
0.045,0,0.3375,0.7199707,0.3375,-0.9370117,0.3375,-0.1345215,0.3375,115.458,0.3375,59,0.3375,156.6794,0.675,-29.4,0.675,-85.9,0.675,-21.2,0.045,0,0.3375,1.999939,0.3375,0.4821777,0.3375,0.2304688,0.3375,-35.70229,0.3375,5,0.3375,-250.1374,0.675,59,0.675,18.3,0.675,-287.3
0.0459,0,0.34425,0.7543945,0.34425,-0.8896484,0.34425,-0.1208496,0.34425,102.4504,0.34425,78.21374,0.34425,154.6183,0.6885,-29.1,0.6885,-85.4,0.6885,-21,0.0459,0,0.34425,1.999939,0.34425,0.552002,0.34425,-0.07006836,0.34425,-29.00763,0.34425,45.1832,0.34425,-250.1374,0.6885,62.3,0.6885,18.6,0.6885,-285.2
0.0468,0,0.351,0.7741699,0.351,-0.8647461,0.351,-0.07421875,0.351,87.94656,0.351,93.71756,0.351,151.1832,0.702,-29.5,0.702,-85.8,0.702,-21,0.0468,0,0.351,1.999939,0.351,0.3969727,0.351,-0.1577148,0.351,-14.65649,0.351,74.05344,0.351,-250.1374,0.702,63.8,0.702,18.4,0.702,-284.6
0.0477,0,0.35775,0.7858887,0.35775,-0.8703613,0.35775,0.01806641,0.35775,69.51908,0.35775,104.0992,0.35775,144.8473,0.7155,-29.7,0.7155,-85.6,0.7155,-21.5,0.0477,0,0.35775,1.999939,0.35775,0.3000488,0.35775,-0.3935547,0.35775,14.12977,0.35775,91.01527,0.35775,-250.1374,0.7155,64.1,0.7155,18,0.7155,-281.9
0.0486,0,0.3645,0.784668,0.3645,-0.9685059,0.3645,0.08520508,0.3645,54.85496,0.3645,127.5115,0.3645,137.4275,0.729,-29.7,0.729,-85.7,0.729,-22.3,0.0486,0,0.3645,1.999939,0.3645,0.02612305,0.3645,-0.5837402,0.3645,-46.41985,0.3645,114.4962,0.3645,-250.1374,0.729,65.9,0.729,18.6,0.729,-283.9
0.0495,0,0.37125,0.7026367,0.37125,-1.074219,0.37125,0.05615234,0.37125,32.53435,0.37125,150.2519,0.37125,128.5954,0.7425,-29.7,0.7425,-85.3,0.7425,-21.2,0.0495,0,0.37125,1.399902,0.37125,-0.7419434,0.37125,-0.6486816,0.37125,-68.64886,0.37125,157.9008,0.37125,-244.2443,0.7425,65.6,0.7425,18.1,0.7425,-281.7
0.0504,0,0.378,0.6230469,0.378,-1.163574,0.378,0.09204102,0.378,7.992366,0.378,152.1527,0.378,119.6565,0.756,-29.7,0.756,-85.6,0.756,-22.1,0.0504,0,0.378,0.8830566,0.378,-1.635498,0.378,-0.4104004,0.378,-104.626,0.378,160.3893,0.378,-178.9008,0.756,66.2,0.756,19,0.756,-282.4
0.0513,0,0.38475,0.4121094,0.38475,-1.230713,0.38475,0.2739258,0.38475,-9.427481,0.38475,155.7023,0.38475,110.8168,0.7695,-29.3,0.7695,-85.4,0.7695,-21.4,0.0513,0,0.38475,0.878418,0.38475,-1.604492,0.38475,-0.5292969,0.38475,-105.458,0.38475,136.9771,0.38475,-148.626,0.7695,68.5,0.7695,17,0.7695,-281.4
